ID;Data;Produto;Quantidade;Vendedor;Origem;País;Método_Transporte;Data_Entrega;Total
19218;02/12/2022;laranja;513;Vendedor 16;Quinta dos Pinhais;Brasil;Avião;13/12/2022;0
19219;25/05/2022;banana;542;Vendedor 48;Quinta dos Pinhais;Brasil;Caminhão;19/06/2022;2648
19220;07/06/2023;manga;835;Vendedor 25;Fazenda Sol Nascente;Brasil;Barco;12/06/2023;0
19221;12/05/2022;banana;964;Vendedor 44;Recanto Verde;Brasil;Avião;08/06/2022;203
19222;18/02/2022;uva;313;Vendedor 13;Sítio Águas Claras;Brasil;Caminhão;15/03/2022;0
19223;17/09/2023;limão;558;Vendedor 44;Fazenda Luz da Lua;Brasil;Avião;05/10/2023;3293
19224;13/02/2022;banana;616;Vendedor 4;Quinta dos Pinhais;Brasil;Avião;18/02/2022;284
19225;04/10/2022;manga;562;Vendedor 38;Rancho Estrela Cadente;Brasil;Caminhão;26/10/2022;1551
19226;20/11/2022;banana;456;Vendedor 20;Recanto Verde;Brasil;Avião;27/11/2022;0
19227;10/10/2022;uva;622;Vendedor 21;Sítio Águas Claras;Brasil;Barco;21/10/2022;0
19228;04/04/2022;banana;331;Vendedor 16;Recanto Verde;Brasil;Avião;01/05/2022;4605
19229;05/04/2023;limão;960;Vendedor 28;Fazenda Luz da Lua;Brasil;Avião;10/05/2023;1793
19230;06/02/2023;maçã;347;Vendedor 33;Terra Prometida;Brasil;Barco;13/02/2023;4375
19231;27/11/2023;uva;918;Vendedor 43;Sítio Águas Claras;Brasil;Avião;01/01/2024;2735
19232;28/12/2023;banana;633;Vendedor 29;Recanto Verde;Brasil;Caminhão;12/01/2024;3286
19233;19/04/2023;manga;881;Vendedor 35;Rancho Estrela Cadente;Brasil;Caminhão;08/05/2023;2722
19234;10/01/2023;uva;890;Vendedor 1;Refúgio do Vale;Brasil;Caminhão;29/01/2023;1184
19235;22/08/2022;uva;268;Vendedor 15;Refúgio do Vale;Brasil;Trem;29/08/2022;3239
19236;18/05/2023;banana;80;Vendedor 38;Recanto Verde;Brasil;Caminhão;30/05/2023;2846
19237;27/12/2022;uva;651;Vendedor 28;Refúgio do Vale;Brasil;Caminhão;05/01/2023;2452
19238;15/06/2023;uva;721;Vendedor 24;Refúgio do Vale;Brasil;Caminhão;28/06/2023;1373
19239;14/11/2023;laranja;471;Vendedor 32;Quinta dos Pinhais;Brasil;Caminhão;10/12/2023;867
19240;28/04/2023;laranja;213;Vendedor 41;Quinta dos Pinhais;Brasil;Barco;18/05/2023;2072
19241;17/04/2022;limão;750;Vendedor 39;Fazenda Luz da Lua;Brasil;Caminhão;16/05/2022;0
19242;14/09/2023;melancia;333;Vendedor 29;Fazenda Campo Sereno;Brasil;Avião;06/10/2023;0
19243;04/07/2022;manga;645;Vendedor 14;Fazenda Sol Nascente;Brasil;Caminhão;07/08/2022;3215
19244;03/12/2022;uva;12;Vendedor 24;Sítio Águas Claras;Brasil;Avião;06/01/2023;4352
19245;31/03/2022;uva;374;Vendedor 47;Sítio Águas Claras;Brasil;Caminhão;04/05/2022;3357
19246;18/11/2023;limão;593;Vendedor 38;Fazenda Luz da Lua;Brasil;Avião;08/12/2023;2821
19247;08/07/2023;maçã;470;Vendedor 23;Chácara Bela Vista;Brasil;Avião;03/08/2023;1690
19248;28/08/2023;limão;131;Vendedor 14;Fazenda Luz da Lua;Brasil;Caminhão;28/09/2023;3346
19249;30/09/2023;maçã;531;Vendedor 5;Terra Prometida;Brasil;Avião;19/10/2023;2299
19250;14/09/2022;banana;659;Vendedor 11;Recanto Verde;Brasil;Barco;12/10/2022;698
19251;12/01/2023;limão;936;Vendedor 6;Fazenda Luz da Lua;Brasil;Avião;21/01/2023;2732
19252;02/04/2023;banana;812;Vendedor 35;Recanto Verde;Brasil;Caminhão;06/05/2023;2620
19253;19/04/2023;limão;6;Vendedor 32;Fazenda Luz da Lua;Brasil;Barco;25/04/2023;692
19254;11/08/2022;limão;826;Vendedor 15;Fazenda Luz da Lua;Brasil;Caminhão;22/08/2022;1746
19255;26/11/2022;banana;271;Vendedor 10;Quinta dos Pinhais;Brasil;Caminhão;17/12/2022;1739
19256;29/04/2023;banana;535;Vendedor 36;Quinta dos Pinhais;Brasil;Caminhão;16/05/2023;3764
19257;11/01/2023;banana;255;Vendedor 25;Recanto Verde;Brasil;Avião;14/02/2023;420
19258;17/08/2022;uva;637;Vendedor 39;Sítio Águas Claras;Brasil;Avião;09/09/2022;2785
19259;27/01/2022;uva;822;Vendedor 46;Sítio Águas Claras;Brasil;Caminhão;26/02/2022;1856
19260;18/07/2023;maçã;45;Vendedor 16;Chácara Bela Vista;Brasil;Avião;23/07/2023;4715
19261;28/01/2023;limão;395;Vendedor 15;Fazenda Luz da Lua;Brasil;Caminhão;02/02/2023;0
19262;14/06/2022;maçã;704;Vendedor 8;Terra Prometida;Brasil;Avião;23/06/2022;784
19263;27/11/2022;banana;727;Vendedor 21;Quinta dos Pinhais;Brasil;Barco;06/12/2022;2793
19264;07/07/2022;uva;681;Vendedor 48;Sítio Águas Claras;Brasil;Barco;08/08/2022;4830
19265;15/12/2023;uva;302;Vendedor 38;Sítio Águas Claras;Brasil;Caminhão;26/12/2023;0
19266;17/06/2023;limão;451;Vendedor 47;Fazenda Luz da Lua;Brasil;Avião;01/07/2023;4162
19267;28/10/2023;uva;543;Vendedor 6;Sítio Águas Claras;Brasil;Barco;16/11/2023;1650
19268;22/12/2022;uva;179;Vendedor 5;Refúgio do Vale;Brasil;Avião;18/01/2023;0
19269;04/10/2022;banana;817;Vendedor 2;Recanto Verde;Brasil;Caminhão;19/10/2022;1325
19270;21/06/2022;uva;808;Vendedor 1;Refúgio do Vale;Brasil;Avião;26/07/2022;167
19271;19/08/2022;uva;677;Vendedor 31;Refúgio do Vale;Brasil;Caminhão;14/09/2022;3557
19272;13/06/2022;uva;969;Vendedor 22;Refúgio do Vale;Brasil;Barco;26/06/2022;3373
19273;18/05/2023;limão;872;Vendedor 35;Fazenda Luz da Lua;Brasil;Barco;11/06/2023;3569
19274;23/03/2023;uva;204;Vendedor 23;Sítio Águas Claras;Brasil;Caminhão;19/04/2023;2749
19275;13/09/2023;manga;283;Vendedor 20;Fazenda Sol Nascente;Brasil;Caminhão;27/09/2023;461
19276;30/05/2022;uva;802;Vendedor 31;Refúgio do Vale;Brasil;Caminhão;12/06/2022;2090
19277;29/12/2023;limão;249;Vendedor 41;Fazenda Luz da Lua;Brasil;Avião;09/01/2024;0
19278;02/11/2023;uva;290;Vendedor 42;Refúgio do Vale;Brasil;Barco;14/11/2023;1001
19279;13/04/2022;laranja;743;Vendedor 48;Recanto Verde;Brasil;Trem;16/05/2022;3062
19280;01/12/2023;banana;498;Vendedor 17;Quinta dos Pinhais;Brasil;Avião;26/12/2023;3433
19281;06/04/2023;maçã;885;Vendedor 25;Chácara Bela Vista;Brasil;Avião;26/04/2023;1388
19282;30/12/2022;limão;269;Vendedor 29;Fazenda Luz da Lua;Brasil;Caminhão;28/01/2023;2615
19283;25/06/2023;banana;214;Vendedor 37;Recanto Verde;Brasil;Caminhão;20/07/2023;2526
19284;09/06/2022;limão;243;Vendedor 22;Fazenda Luz da Lua;Brasil;Avião;06/07/2022;0
19285;09/04/2022;banana;263;Vendedor 16;Quinta dos Pinhais;Brasil;Caminhão;28/04/2022;4131
19286;12/06/2023;limão;344;Vendedor 38;Fazenda Luz da Lua;Brasil;Avião;29/06/2023;0
19287;16/09/2022;limão;595;Vendedor 8;Fazenda Luz da Lua;Brasil;Caminhão;03/10/2022;0
19288;16/06/2023;banana;108;Vendedor 12;Recanto Verde;Brasil;Avião;05/07/2023;3047
19289;28/01/2023;melancia;859;Vendedor 1;Fazenda Campo Sereno;Brasil;Avião;24/02/2023;2274
19290;04/09/2022;maçã;743;Vendedor 26;Chácara Bela Vista;Brasil;Caminhão;30/09/2022;329
19291;31/12/2022;limão;223;Vendedor 10;Fazenda Luz da Lua;Brasil;Caminhão;12/01/2023;117
19292;08/12/2023;maçã;187;Vendedor 34;Chácara Bela Vista;Brasil;Barco;22/12/2023;919
19293;23/07/2022;limão;377;Vendedor 40;Fazenda Luz da Lua;Brasil;Caminhão;12/08/2022;1487
19294;23/08/2023;uva;575;Vendedor 7;Sítio Águas Claras;Brasil;Caminhão;08/09/2023;0
19295;30/09/2023;maçã;763;Vendedor 5;Terra Prometida;Brasil;Caminhão;02/11/2023;154
19296;10/02/2023;banana;44;Vendedor 29;Recanto Verde;Brasil;Avião;02/03/2023;699
19297;24/12/2022;manga;628;Vendedor 44;Rancho Estrela Cadente;Brasil;Avião;09/01/2023;771
19298;22/02/2023;banana;6;Vendedor 30;Quinta dos Pinhais;Brasil;Avião;24/03/2023;1646
19299;31/12/2023;manga;171;Vendedor 1;Fazenda Sol Nascente;Brasil;Avião;03/02/2024;430
19300;21/08/2022;limão;344;Vendedor 13;Fazenda Luz da Lua;Brasil;Barco;11/09/2022;2820
19301;28/07/2023;limão;162;Vendedor 42;Fazenda Luz da Lua;Brasil;Caminhão;21/08/2023;274
19302;23/04/2023;limão;310;Vendedor 32;Fazenda Luz da Lua;Brasil;Caminhão;05/05/2023;0
19303;22/12/2022;uva;671;Vendedor 3;Refúgio do Vale;Brasil;Caminhão;23/01/2023;3596
19304;01/04/2022;banana;679;Vendedor 1;Recanto Verde;Brasil;Caminhão;20/04/2022;281
19305;18/02/2023;maçã;385;Vendedor 10;Chácara Bela Vista;Brasil;Trem;08/03/2023;3613
19306;15/03/2023;banana;671;Vendedor 37;Quinta dos Pinhais;Brasil;Caminhão;15/04/2023;0
19307;06/03/2022;banana;812;Vendedor 23;Quinta dos Pinhais;Brasil;Caminhão;10/04/2022;131
19308;18/01/2022;uva;477;Vendedor 17;Refúgio do Vale;Brasil;Caminhão;26/01/2022;2928
19309;16/05/2022;limão;216;Vendedor 21;Fazenda Luz da Lua;Brasil;Avião;15/06/2022;3725
19310;10/05/2022;banana;506;Vendedor 15;Quinta dos Pinhais;Brasil;Caminhão;06/06/2022;0
19311;30/09/2023;laranja;8;Vendedor 36;Recanto Verde;Brasil;Caminhão;15/10/2023;4120
19312;24/09/2022;manga;589;Vendedor 4;Fazenda Sol Nascente;Brasil;Caminhão;12/10/2022;3567
19313;06/11/2022;melancia;905;Vendedor 34;Fazenda Campo Sereno;Brasil;Avião;11/12/2022;0
19314;26/09/2023;uva;829;Vendedor 44;Refúgio do Vale;Brasil;Avião;31/10/2023;274
19315;22/09/2022;banana;626;Vendedor 3;Recanto Verde;Brasil;Avião;08/10/2022;3611
19316;22/01/2022;banana;766;Vendedor 29;Quinta dos Pinhais;Brasil;Barco;20/02/2022;0
19317;01/12/2022;banana;744;Vendedor 7;Quinta dos Pinhais;Brasil;Caminhão;15/12/2022;2870
19318;28/12/2023;laranja;165;Vendedor 18;Recanto Verde;Brasil;Caminhão;26/01/2024;1895
19319;18/01/2022;maçã;638;Vendedor 17;Chácara Bela Vista;Brasil;Caminhão;27/01/2022;0
19320;09/01/2023;banana;1000;Vendedor 48;Recanto Verde;Brasil;Avião;02/02/2023;0
19321;25/04/2023;melancia;242;Vendedor 28;Fazenda Campo Sereno;Brasil;Avião;19/05/2023;0
19322;26/07/2023;limão;984;Vendedor 27;Fazenda Luz da Lua;Brasil;Avião;18/08/2023;1132
19323;27/04/2022;laranja;275;Vendedor 17;Quinta dos Pinhais;Brasil;Caminhão;21/05/2022;2343
19324;13/11/2022;limão;763;Vendedor 49;Fazenda Luz da Lua;Brasil;Caminhão;13/12/2022;3210
19325;27/05/2022;uva;544;Vendedor 43;Refúgio do Vale;Brasil;Caminhão;23/06/2022;0
19326;22/07/2023;laranja;206;Vendedor 44;Recanto Verde;Brasil;Avião;30/07/2023;2698
19327;13/05/2023;manga;325;Vendedor 18;Rancho Estrela Cadente;Brasil;Avião;24/05/2023;0
19328;25/02/2022;laranja;197;Vendedor 1;Quinta dos Pinhais;Brasil;Caminhão;23/03/2022;1191
19329;23/01/2023;manga;177;Vendedor 41;Rancho Estrela Cadente;Brasil;Caminhão;17/02/2023;3643
19330;12/12/2022;manga;558;Vendedor 29;Fazenda Sol Nascente;Brasil;Caminhão;20/12/2022;3780
19331;09/01/2023;maçã;359;Vendedor 30;Terra Prometida;Brasil;Avião;06/02/2023;1996
19332;07/06/2022;maçã;648;Vendedor 40;Chácara Bela Vista;Brasil;Barco;25/06/2022;2785
19333;09/04/2022;uva;157;Vendedor 28;Refúgio do Vale;Brasil;Caminhão;11/05/2022;2173
19334;18/11/2022;banana;84;Vendedor 44;Quinta dos Pinhais;Brasil;Avião;30/11/2022;1797
19335;01/02/2023;banana;383;Vendedor 16;Recanto Verde;Brasil;Barco;27/02/2023;0
19336;18/02/2022;banana;1000;Vendedor 7;Quinta dos Pinhais;Brasil;Avião;13/03/2022;3457
19337;20/12/2023;limão;538;Vendedor 25;Fazenda Luz da Lua;Brasil;Caminhão;13/01/2024;1342
19338;07/11/2023;melancia;665;Vendedor 33;Fazenda Campo Sereno;Brasil;Caminhão;20/11/2023;2921
19339;28/02/2023;uva;693;Vendedor 8;Refúgio do Vale;Brasil;Caminhão;11/03/2023;2071
19340;13/03/2023;banana;124;Vendedor 8;Quinta dos Pinhais;Brasil;Avião;16/04/2023;1161
19341;23/06/2023;banana;363;Vendedor 9;Recanto Verde;Brasil;Barco;10/07/2023;2919
19342;14/01/2023;maçã;410;Vendedor 3;Terra Prometida;Brasil;Barco;11/02/2023;0
19343;25/07/2023;limão;838;Vendedor 34;Fazenda Luz da Lua;Brasil;Caminhão;30/07/2023;2624
19344;15/01/2022;maçã;601;Vendedor 35;Chácara Bela Vista;Brasil;Avião;22/01/2022;0
19345;18/10/2023;limão;52;Vendedor 21;Fazenda Luz da Lua;Brasil;Barco;29/10/2023;1912
19346;31/10/2023;maçã;191;Vendedor 39;Terra Prometida;Brasil;Caminhão;06/11/2023;0
19347;20/11/2023;banana;372;Vendedor 20;Recanto Verde;Brasil;Caminhão;12/12/2023;0
19348;13/01/2022;maçã;522;Vendedor 1;Terra Prometida;Brasil;Avião;25/01/2022;3511
19349;09/09/2023;uva;727;Vendedor 43;Refúgio do Vale;Brasil;Barco;21/09/2023;0
19350;05/09/2022;banana;37;Vendedor 22;Quinta dos Pinhais;Brasil;Avião;12/09/2022;2745
19351;25/03/2022;limão;436;Vendedor 25;Fazenda Luz da Lua;Brasil;Caminhão;30/03/2022;0
19352;31/07/2022;laranja;251;Vendedor 35;Quinta dos Pinhais;Brasil;Barco;26/08/2022;3774
19353;11/04/2022;banana;708;Vendedor 40;Recanto Verde;Brasil;Avião;19/04/2022;3409
19354;17/02/2022;banana;655;Vendedor 7;Quinta dos Pinhais;Brasil;Avião;05/03/2022;2424
19355;05/02/2023;uva;395;Vendedor 44;Refúgio do Vale;Brasil;Caminhão;02/03/2023;553
19356;18/09/2023;uva;850;Vendedor 10;Refúgio do Vale;Brasil;Avião;09/10/2023;0
19357;13/01/2022;banana;218;Vendedor 39;Quinta dos Pinhais;Brasil;Caminhão;16/02/2022;0
19358;02/03/2022;maçã;555;Vendedor 5;Terra Prometida;Brasil;Avião;15/03/2022;1657
19359;29/09/2023;maçã;728;Vendedor 16;Chácara Bela Vista;Brasil;Caminhão;01/11/2023;2230
19360;07/04/2023;banana;707;Vendedor 35;Recanto Verde;Brasil;Caminhão;15/04/2023;2758
19361;22/07/2023;maçã;349;Vendedor 6;Chácara Bela Vista;Brasil;Trem;06/08/2023;2313
19362;24/12/2022;laranja;541;Vendedor 50;Quinta dos Pinhais;Brasil;Barco;12/01/2023;2261
19363;15/01/2022;banana;878;Vendedor 48;Recanto Verde;Brasil;Barco;14/02/2022;0
19364;16/09/2022;banana;533;Vendedor 28;Quinta dos Pinhais;Brasil;Barco;03/10/2022;1768
19365;26/03/2023;maçã;966;Vendedor 29;Terra Prometida;Brasil;Trem;20/04/2023;0
19366;02/12/2022;uva;923;Vendedor 6;Sítio Águas Claras;Brasil;Avião;19/12/2022;0
19367;19/08/2022;banana;934;Vendedor 30;Recanto Verde;Brasil;Caminhão;10/09/2022;0
19368;10/05/2023;limão;471;Vendedor 38;Fazenda Luz da Lua;Brasil;Caminhão;14/06/2023;0
19369;19/08/2022;uva;919;Vendedor 36;Refúgio do Vale;Brasil;Avião;12/09/2022;0
19370;07/06/2022;maçã;645;Vendedor 31;Chácara Bela Vista;Brasil;Caminhão;29/06/2022;2455
19371;24/05/2023;uva;347;Vendedor 17;Refúgio do Vale;Brasil;Caminhão;24/06/2023;1820
19372;06/02/2022;banana;857;Vendedor 3;Recanto Verde;Brasil;Caminhão;21/02/2022;1960
19373;23/06/2022;manga;546;Vendedor 37;Rancho Estrela Cadente;Brasil;Trem;15/07/2022;2959
19374;29/04/2023;maçã;213;Vendedor 15;Chácara Bela Vista;Brasil;Caminhão;27/05/2023;2944
19375;29/09/2023;manga;896;Vendedor 34;Rancho Estrela Cadente;Brasil;Avião;06/10/2023;0
19376;04/04/2022;manga;990;Vendedor 43;Rancho Estrela Cadente;Brasil;Barco;13/04/2022;0
19377;08/07/2023;laranja;333;Vendedor 28;Recanto Verde;Brasil;Trem;15/07/2023;0
19378;16/01/2022;uva;745;Vendedor 35;Refúgio do Vale;Brasil;Avião;21/01/2022;1596
19379;28/02/2022;limão;881;Vendedor 4;Fazenda Luz da Lua;Brasil;Caminhão;13/03/2022;1270
19380;28/08/2023;maçã;575;Vendedor 43;Chácara Bela Vista;Brasil;Barco;15/09/2023;2540
19381;13/12/2022;uva;522;Vendedor 50;Sítio Águas Claras;Brasil;Avião;06/01/2023;3854
19382;01/01/2023;banana;789;Vendedor 46;Quinta dos Pinhais;Brasil;Barco;09/01/2023;0
19383;26/05/2022;melancia;453;Vendedor 5;Fazenda Campo Sereno;Brasil;Caminhão;01/06/2022;2437
19384;27/01/2023;maçã;347;Vendedor 48;Chácara Bela Vista;Brasil;Caminhão;24/02/2023;3136
19385;01/06/2022;banana;695;Vendedor 9;Recanto Verde;Brasil;Avião;02/07/2022;3956
19386;27/01/2022;limão;436;Vendedor 28;Fazenda Luz da Lua;Brasil;Avião;25/02/2022;2022
19387;22/01/2022;banana;614;Vendedor 20;Quinta dos Pinhais;Brasil;Caminhão;03/02/2022;2002
19388;25/03/2022;limão;992;Vendedor 16;Fazenda Luz da Lua;Brasil;Caminhão;20/04/2022;4176
19389;10/11/2022;limão;610;Vendedor 25;Fazenda Luz da Lua;Brasil;Caminhão;05/12/2022;3672
19390;02/05/2022;limão;61;Vendedor 32;Fazenda Luz da Lua;Brasil;Avião;31/05/2022;1441
19391;12/01/2022;banana;101;Vendedor 41;Quinta dos Pinhais;Brasil;Trem;26/01/2022;638
19392;29/11/2022;maçã;51;Vendedor 37;Terra Prometida;Brasil;Caminhão;03/01/2023;1393
19393;25/04/2022;limão;40;Vendedor 19;Fazenda Luz da Lua;Brasil;Caminhão;03/05/2022;3504
19394;26/08/2022;limão;523;Vendedor 49;Fazenda Luz da Lua;Brasil;Caminhão;04/09/2022;3577
19395;04/04/2023;limão;713;Vendedor 31;Fazenda Luz da Lua;Brasil;Barco;15/04/2023;0
19396;08/01/2023;limão;873;Vendedor 39;Fazenda Luz da Lua;Brasil;Caminhão;17/01/2023;3260
19397;12/02/2023;maçã;683;Vendedor 23;Chácara Bela Vista;Brasil;Caminhão;15/03/2023;1688
19398;03/08/2023;manga;151;Vendedor 21;Fazenda Sol Nascente;Brasil;Barco;09/08/2023;0
19399;28/06/2023;laranja;133;Vendedor 6;Quinta dos Pinhais;Brasil;Avião;15/07/2023;2298
19400;19/11/2023;maçã;886;Vendedor 17;Terra Prometida;Brasil;Caminhão;30/11/2023;3084
19401;19/07/2022;limão;612;Vendedor 13;Fazenda Luz da Lua;Brasil;Barco;29/07/2022;0
19402;06/08/2023;banana;755;Vendedor 11;Quinta dos Pinhais;Brasil;Avião;15/08/2023;0
19403;14/01/2022;laranja;912;Vendedor 23;Quinta dos Pinhais;Brasil;Barco;14/02/2022;2247
19404;19/11/2022;manga;29;Vendedor 10;Rancho Estrela Cadente;Brasil;Caminhão;05/12/2022;4057
19405;09/01/2022;banana;633;Vendedor 44;Recanto Verde;Brasil;Caminhão;29/01/2022;3513
19406;10/01/2022;banana;557;Vendedor 38;Quinta dos Pinhais;Brasil;Caminhão;23/01/2022;1626
19407;09/11/2022;uva;940;Vendedor 3;Refúgio do Vale;Brasil;Avião;22/11/2022;2059
19408;13/06/2023;limão;483;Vendedor 13;Fazenda Luz da Lua;Brasil;Caminhão;30/06/2023;4466
19409;28/06/2022;laranja;681;Vendedor 7;Quinta dos Pinhais;Brasil;Avião;24/07/2022;1536
19410;17/10/2022;limão;117;Vendedor 26;Fazenda Luz da Lua;Brasil;Avião;30/10/2022;149
19411;07/07/2023;limão;908;Vendedor 29;Fazenda Luz da Lua;Brasil;Caminhão;05/08/2023;0
19412;19/06/2023;limão;315;Vendedor 22;Fazenda Luz da Lua;Brasil;Caminhão;06/07/2023;1187
19413;17/02/2023;banana;108;Vendedor 10;Recanto Verde;Brasil;Avião;22/02/2023;1328
19414;12/11/2022;maçã;720;Vendedor 17;Terra Prometida;Brasil;Barco;20/11/2022;0
19415;08/11/2023;banana;125;Vendedor 14;Recanto Verde;Brasil;Trem;16/11/2023;670
19416;17/02/2022;banana;650;Vendedor 28;Recanto Verde;Brasil;Barco;16/03/2022;347
19417;21/10/2022;uva;538;Vendedor 19;Sítio Águas Claras;Brasil;Caminhão;22/11/2022;2462
19418;29/10/2022;uva;930;Vendedor 20;Sítio Águas Claras;Brasil;Avião;20/11/2022;2887
19419;13/07/2023;maçã;336;Vendedor 44;Terra Prometida;Brasil;Avião;01/08/2023;4426
19420;26/03/2023;uva;914;Vendedor 40;Sítio Águas Claras;Brasil;Avião;13/04/2023;1679
19421;08/07/2022;manga;693;Vendedor 36;Fazenda Sol Nascente;Brasil;Avião;26/07/2022;100
19422;01/05/2023;limão;581;Vendedor 31;Fazenda Luz da Lua;Brasil;Avião;10/05/2023;4381
19423;22/01/2022;manga;976;Vendedor 38;Rancho Estrela Cadente;Brasil;Caminhão;29/01/2022;1240
19424;19/02/2022;banana;986;Vendedor 14;Quinta dos Pinhais;Brasil;Avião;03/03/2022;1035
19425;11/02/2022;banana;503;Vendedor 31;Recanto Verde;Brasil;Caminhão;17/03/2022;3474
19426;31/12/2023;uva;498;Vendedor 34;Sítio Águas Claras;Brasil;Caminhão;21/01/2024;3043
19427;22/07/2022;banana;208;Vendedor 31;Quinta dos Pinhais;Brasil;Caminhão;06/08/2022;2951
19428;20/04/2022;banana;375;Vendedor 11;Recanto Verde;Brasil;Caminhão;09/05/2022;516
19429;09/02/2023;maçã;58;Vendedor 48;Terra Prometida;Brasil;Avião;19/02/2023;446
19430;16/10/2022;banana;535;Vendedor 16;Recanto Verde;Brasil;Avião;22/10/2022;1614
19431;15/11/2023;limão;11;Vendedor 12;Fazenda Luz da Lua;Brasil;Barco;29/11/2023;70
19432;04/11/2022;banana;513;Vendedor 37;Recanto Verde;Brasil;Caminhão;10/11/2022;0
19433;12/09/2022;banana;251;Vendedor 37;Recanto Verde;Brasil;Caminhão;02/10/2022;0
19434;13/07/2023;limão;840;Vendedor 32;Fazenda Luz da Lua;Brasil;Trem;24/07/2023;2990
19435;24/06/2022;laranja;363;Vendedor 14;Recanto Verde;Brasil;Caminhão;27/07/2022;725
19436;11/04/2022;maçã;951;Vendedor 6;Chácara Bela Vista;Brasil;Barco;09/05/2022;0
19437;19/10/2023;manga;505;Vendedor 25;Fazenda Sol Nascente;Brasil;Barco;15/11/2023;1500
19438;25/02/2023;limão;70;Vendedor 20;Fazenda Luz da Lua;Brasil;Caminhão;08/03/2023;3006
19439;17/05/2022;uva;607;Vendedor 24;Sítio Águas Claras;Brasil;Avião;05/06/2022;0
19440;23/11/2023;banana;281;Vendedor 46;Quinta dos Pinhais;Brasil;Caminhão;06/12/2023;0
19441;13/08/2022;banana;906;Vendedor 19;Recanto Verde;Brasil;Avião;26/08/2022;3406
19442;09/02/2023;uva;403;Vendedor 22;Refúgio do Vale;Brasil;Barco;04/03/2023;4446
19443;26/07/2022;maçã;12;Vendedor 13;Terra Prometida;Brasil;Caminhão;12/08/2022;0
19444;14/08/2023;limão;814;Vendedor 15;Fazenda Luz da Lua;Brasil;Caminhão;28/08/2023;0
19445;21/07/2022;manga;861;Vendedor 1;Fazenda Sol Nascente;Brasil;Avião;03/08/2022;0
19446;04/11/2023;banana;327;Vendedor 34;Quinta dos Pinhais;Brasil;Caminhão;07/12/2023;3364
19447;23/07/2023;limão;133;Vendedor 25;Fazenda Luz da Lua;Brasil;Caminhão;04/08/2023;0
19448;16/02/2023;limão;978;Vendedor 48;Fazenda Luz da Lua;Brasil;Caminhão;05/03/2023;988
19449;14/03/2023;banana;214;Vendedor 31;Recanto Verde;Brasil;Avião;24/03/2023;1923
19450;09/04/2022;limão;707;Vendedor 35;Fazenda Luz da Lua;Brasil;Avião;01/05/2022;1438
19451;07/01/2023;uva;792;Vendedor 21;Refúgio do Vale;Brasil;Caminhão;21/01/2023;292
19452;02/07/2022;manga;365;Vendedor 13;Fazenda Sol Nascente;Brasil;Caminhão;18/07/2022;2522
19453;03/04/2022;limão;790;Vendedor 24;Fazenda Luz da Lua;Brasil;Avião;29/04/2022;1405
19454;22/08/2023;uva;613;Vendedor 26;Refúgio do Vale;Brasil;Caminhão;07/09/2023;0
19455;04/05/2022;limão;702;Vendedor 19;Fazenda Luz da Lua;Brasil;Caminhão;26/05/2022;1184
19456;07/05/2023;limão;272;Vendedor 1;Fazenda Luz da Lua;Brasil;Barco;16/05/2023;2417
19457;11/05/2023;laranja;293;Vendedor 10;Quinta dos Pinhais;Brasil;Avião;16/05/2023;1233
19458;21/12/2023;uva;80;Vendedor 13;Sítio Águas Claras;Brasil;Avião;14/01/2024;3153
19459;23/12/2023;maçã;43;Vendedor 16;Chácara Bela Vista;Brasil;Avião;14/01/2024;0
19460;24/04/2023;uva;616;Vendedor 26;Refúgio do Vale;Brasil;Caminhão;04/05/2023;3639
19461;14/06/2022;limão;331;Vendedor 9;Fazenda Luz da Lua;Brasil;Avião;30/06/2022;4005
19462;27/04/2023;banana;307;Vendedor 7;Recanto Verde;Brasil;Avião;17/05/2023;4122
19463;05/01/2023;manga;457;Vendedor 46;Fazenda Sol Nascente;Brasil;Caminhão;06/02/2023;365
19464;13/11/2023;uva;346;Vendedor 48;Refúgio do Vale;Brasil;Barco;29/11/2023;1976
19465;13/11/2022;banana;751;Vendedor 39;Quinta dos Pinhais;Brasil;Trem;14/12/2022;0
19466;19/12/2022;uva;1000;Vendedor 40;Sítio Águas Claras;Brasil;Caminhão;10/01/2023;2745
